year,id,title,org,keyword,field
99,2114758,台東縣八八水災整合災害防治、人文關懷及社區重建之參與式行動研究---台東縣八八水災人文關懷之行動研究(I),國立臺東大學教育學系（所）,災後心靈重建；另類療癒；儀式；基督教；傳統文化,"防災工程,社會學"
99,2124888,戰後臺東縣的移民與同鄉會(1945-1965),國立東華大學歷史學系暨研究所,軍人安置；農場；八七水災；墾荒；鳳梨產業；同鄉會,歷史
99,2136682,科普活動---台東地區太空科技與天文科學之科普推展,國立臺東大學應用科學系,太空科技；天文科學,科學教育
99,2137381,在八八水災重建區打造一個數位社區傳播新模式---以台東縣大武鄉大鳥部落為行動及實驗社區,國立政治大學新聞學系,行動研究；八八水災重後重建；數位社區傳播；原住民傳播；災難傳播；社區傳播,其他（社會）
99,2137233,在台東南亞移工/移民之傳播需求與媒體近用研究,輔仁大學大眾傳播研究所,移工；移民；傳播權；媒體近用；文化公民權；多元文化主義,其他（社會）
99,2148561,台灣地震科學中心---地震活動構造研究---台灣東部板塊縫合帶之地表變形與大地構造研究:雷達干涉、宇宙射線暴露定年及斷層力學分析(II),國立中央大學太空及遙測研究中心,台東縱谷；縫合帶；永久散射體差分干涉；地殼變形；宇宙射線暴露定年,地球科學
99,2154187,逆風高飛---台東地區弱勢族群的新希望(主題代號：C45),致理技術學院國際貿易系(科),弱勢學生；課業輔導；公民行動；數位典藏；公民新聞,其他（社會）
99,2161095,台東地區冰河時期孑遺植物及其生育地保育行動方案(Ⅱ),國立自然科學博物館植物學組,,"生物科學,自然生態保育"
99,2153224,台灣低水位時懸浮沉積物之量測及其對沉積物總量估算與傳輸之影響評估(I)---台灣台東鹿野地區與高屏溪之比較與評估,中國文化大學地質學系,懸浮沉積物；侵蝕；搬運；低水位,"海洋科學,土木水利工程"
99,2174896,臺東地區特色作物多元利用發展計畫,農委會台東區農業改良場作物環境課,碳化稻殼；特色作物；麥飯石；台灣藜；草酸；消費行為；咖啡；病蟲害,"農藝,農業推廣,農業經濟"
101,2451682,強化食品藥物化粧品安全實驗室網絡專案計畫-台東縣衛生局,台東縣政府{台東縣衛生局},食品衛生；檢驗；強化食品藥物化粧品安全實驗室網絡專案,"食品科技(工),化學"
101,2508863,良質米研究團隊-臺東地區優質水稻育種,行政院農業委員會台東區農業改良場作物改良課,育種；稻熱病；水稻,農藝
101,2516746,臺東藥用蕨類栽培技術之研究,農委會台東區農業改良場作物改良課,繁植；蕨類；栽培,農藝
101,2516829,台東地區作物病蟲害防治技術之開發改進,行政院農業委員會臺東區農業改良場,稻熱病；病蟲害防治；區域防治；胡麻葉枯病；東方果實蠅,植物保護
101,2516835,台東地區有機栽培模式下鳳梨釋迦疫病蟲害管理體系之建立,行政院農業委員會臺東區農業改良場,有機栽培；疫病蟲害管理；鳳梨釋迦,植物保護
101,2516603,農產品安全先期評估技術於臺東地區葉菜類重金屬含量管理之應用,行政院農業委員會台東區農業改良場作物環境課,硝酸鹽；土壤及植體採樣技術；臺東地區,"農業化學,食品科技(農),園藝"
101,2516818,臺東地區農業知識入口網資料之建立,行政院農業委員會台東區農業改良場農業推廣課,入口網；農業知識；臺東地區,農業推廣
101,2516026,臺東地區特色作物病蟲害發生監測及整合性管理模式之建立,行政院農業委員會臺東區農業改良場,疫病蟲害管理；台灣藜；特色作物；樹豆；小米；洛神葵,植物保護
101,2515821,臺東縣關山鎮親水休閒農業區發展策略之研究,行政院農業委員會台東區農業改良場農業推廣課,發展策略；休閒農業區；關山鎮,農業推廣
101,2516783,臺東地區番荔枝及水稻育苗健康管理模式之研究,行政院農業委員會台東區農業改良場作物環境課,番荔枝；水稻育苗；健康管理,"植物保護,園藝,農藝"
101,2538982,新世代海水淡化模組開發先期研究計畫(台東模廠) (1/1),財團法人工業技術研究院材料與化工研究所,奈米濾材；模組；海水淡化,"紡織工程,材料科技"
101,2516872,臺東地區原住民重要糧食作物耐旱種原篩選及栽培利用,行政院農業委員會台東區農業改良場作物改良課,臺灣藜；小米；樹豆；陸稻,農藝
101,2516653,台東地區重要作物有機栽培管理模式之建立,行政院農業委員會台東區農業改良場作物環境課,有機栽培；土壤改良資材；臺東地區,農業化學
101,2516969,臺東地區有機產業與休閒（樂活）廊道之建構,行政院農業委員會台東區農業改良場作物環境課,果實品質；洛神葵；捕蟲裝置；休閒農業；水稻育苗；小米,農業推廣
101,2591274,中央政府來臺後師範生的學校生活經驗探究（1949-1952）：以台東師範為例,國立臺東大學教育學系(所),師範生；學校生活經驗；台東師範,教育學
101,2517039,臺東地區經濟果樹栽培及採後處理技術改進,農委會台東區農業改良場斑鳩分場,釋迦；鳳梨釋迦；臍橙；果實品質；病蟲害防治,園藝
101,2630729,台東縣八八水災整合災害防治、人文關懷及社區重建之參與式行動研究-台東縣八八水災整合災害防治、人文關懷及社區重建之參與式行動研究(III),國立臺東大學生命科學系,,"防災工程,其他（社會）"
101,2647575,探討台東地區深層海水對功能性真菌之發酵生產與預防肝硬化保健功效提升之影響,國立臺東大學生命科學系,,"食品科技(農),生物技術(農)"
101,2598155,科普活動：台東地區衛星、太空與天文科學的科學普及推展(II),國立臺東大學應用科學系,天文科學；太空與衛星科技,"科學教育,物理"
101,2644134,台東縣八八水災整合災害防治、人文關懷及社區重建之參與式行動研究-部落公民社會建構與基督教會之探討研究((III),國立臺東大學公共與文化事務學系,基督教會；公民社會；文化重建；原住民部落,"宗教,人類學"
101,2674927,共築綠能家園-大學與臺東兩所綜高攜手高瞻計畫-總計畫(2/3),國立臺東大學教育學系(所),,科學教育
101,2673571,共築綠能家園-大學與臺東兩所綜高攜手高瞻計畫-子計畫一：智慧綠原夢想館計畫(2/3),臺東縣私立公東高級工業職業學校,,科學教育
101,2675115,共築綠能家園-大學與臺東兩所綜高攜手高瞻計畫-子計畫二：綠色節能儲冰式空調系統小型化之研究－全量儲存箱型儲冰機(2/3),國立關山高級工商職業學校,,科學教育
101,2580687,縣市議員建議款的分配：臺東縣的實證分析,國立臺北大學公共行政暨政策學系,分配政治；台東縣；縣議員配合款；縣議員建議款；政策利益分配,"政治學,公共行政"
101,2586335,台東地區溫泉嗜熱菌及耐熱嗜冷菌之分離、鑑定與特性分析,國立臺東大學生命科學系,,農業化學
101,2629100,"原住民與社區保育區（Indigneous & Community Conserved Area, ICCA）在台灣的發展及建構-ICCA在台灣推展機制與社區發展實務之連結-以淺山農業生態系之野生動物保育為例(I)",國立屏東科技大學野生動物保育研究所,自動照相設備；電光村；地景分析；鱗甲目；巒山村；台東縣；東河鄉；族群群管理；野生動物急救傷；,自然生態保育
101,2632160,台東縣八八水災整合災害防治、人文關懷及社區重建之參與式行動研究-氣候變遷下環境敏感區的時空變異及原住民族的因應策略－以台東太麻里溪流域為例,國立臺灣師範大學地理學系(所),環境敏感區；無限邊坡模式；地景變遷；公眾參與地理資訊系統,"大氣科學,食品科技(工)"
101,2631788,環境治理定向績效管理與制度量能提昇之永續驅動策略研究-政策利害關係人環境治理行為意向與制度量能提昇分析－以台東美麗灣渡假村BOT開發案為例(II),國立臺東大學公共與文化事務學系,環境治理；政策利害關係人；行為意向；社會認知；社會網絡,環境科學
101,2630089,臺東縣鄉鎮層級災害脆弱性之研究,國立臺東大學資訊管理學系,災害；聚落；脆弱性,"防災工程,資訊科學--軟體"
101,2744604,台東蘇鐵生態生理學研究,國立屏東科技大學森林系,白輪盾介殼蟲；台東蘇鐵；保育；光合作用；葉綠素螢光技術,"林業,自然生態保育"
101,2477800,單一整合型計畫-台東縣國小節能減碳教育課程發展與教學實施的研究( II ),國立臺東大學教育學系(所),,"科學教育,能源工程,環境科學"
101,2669372,東部客家研究：回顧與展望-移墾歷史與家族發展篇,國立聯合大學客家研究學院全球客家研究中心,東部；客家；歷史移墾；家族發展；後山；花蓮；台東,"其他（人文）,人類學,歷史"
102,2905576,單一整合型計畫-台東縣國小節能減碳教育課程發展與教學實施的研究( III ),國立臺東大學教育學系(所),,"科學教育,能源工程,環境科學"
102,2870101,縣市議員建議款的分配：臺東縣的實證分析,國立臺北大學公共行政暨政策學系,分配政治；台東縣；縣議員配合款；縣議員建議款；政策利益分配,"政治學,公共行政"
102,2916878,臺東地區有機產業與休閒（樂活）廊道之建構,行政院農業委員會台東區農業改良場作物環境課,臺灣藜；果實品質；鳳梨釋迦；小米；休閒農業；臍橙；洛神葵；原住民蔬菜；樹豆；土壤改良資材；樂活；洛葵；南瓜；推動策略,農業推廣
102,2919979,臺東地區小型農場應用ICT及電子商務之研究,農委會台東區農業改良場農業推廣課,資訊與通訊科技；小型農場；臺東地區,農業推廣
102,2920316,農產品安全先期評估技術於臺東地區蔬菜類重金屬含量管理之應用,行政院農業委員會台東區農業改良場作物環境課,硝酸鹽；土壤及植體採樣技術；臺東地區,"農業化學,農藝,農業環境保護"
102,2920736,良質米研究團隊-臺東地區優質水稻育種,行政院農業委員會台東區農業改良場作物改良課,水稻；稻熱病；育種,農藝
102,2875491,強化食品藥品化粧品安全實驗室網絡專案計畫-台東縣衛生局,台東縣政府{台東縣衛生局},食品衛生；檢驗,食品科技(工)
102,2916906,臺東地區有害生物監測及防治技術開發之研究,行政院農業委員會台東區農業改良場作物環境課,番荔枝；東方果實蠅；花姬捲葉蛾；區域防治；蟲害管理；採後處理；葉蟎；粉介殼蟲,植物保護
102,2916824,臺東地區原生蔬菜耐旱種原篩選及栽培研究,行政院農業委員會台東區農業改良場作物改良課,原生蔬菜；耐旱性；氣候變遷,園藝
102,2920375,臺東地區不同土壤管理組水稻施肥調控研究,行政院農業委員會台東區農業改良場作物環境課,施肥；土壤；水稻,"農藝,農業化學"
102,2925827,臺東地區有機農特產品之多樣化開發利用,行政院農業委員會台東區農業改良場作物改良課,有機果乾；脫水；低溫低濕；有機農產品,食品科技(農)
102,2925887,臺東地區番荔枝及水稻育苗健康管理模式之研究,行政院農業委員會台東區農業改良場作物環境課,番荔枝；健康管理；水稻育苗,"園藝,農藝"
102,2926829,臺東地區重要作物溶磷菌之開發研究,農委會台東區農業改良場作物環境課,篩選；臺東地區；溶磷菌,"農業化學,生物技術(農)"
102,2927130,臺東地區穀物加工技術改進及產品開發,行政院農業委員會台東區農業改良場作物改良課,單軸擠壓機；米食膨發休閒食品；擠壓技術,食品科技(農)
102,2924741,臺東地區原生蔬菜週年生產技術改進,行政院農業委員會台東區農業改良場作物改良課,假人參；原生蔬菜；角菜,園藝
102,2927676,臺東地區經濟果樹育種及栽培技術改進之研究,農委會台東區農業改良場斑鳩分場,紅龍果；育種；花粉；釋迦；鳳梨釋迦；病蟲害防治；果實品質；臍橙,園藝
102,2925428,臺東地區有機栽培模式下鳳梨釋迦疫病蟲害管理體系之建立,行政院農業委員會台東區農業改良場作物環境課,有機栽培；疫病蟲害管理；鳳梨釋迦,植物保護
102,2924431,臺東地區原住民重要糧食作物耐旱種原篩選及栽培利用,行政院農業委員會台東區農業改良場作物改良課,臺灣藜；小米；樹豆；陸稻,農藝
102,2925275,臺東地區特色作物病蟲害發生調查及少量延伸用藥研究,行政院農業委員會臺東區農業改良場,疫病蟲害管理；台灣藜；特色作物；樹豆；小米；洛神葵,植物保護
102,2927125,臺東縣農村樂活旅遊現況之探討,行政院農業委員會台東區農業改良場農業推廣課,休閒農業；樂活旅遊；社區/部落廚房,農業推廣
102,2926748,臺東地區作物栽培管理及收穫機械之試驗研究,行政院農業委員會台東區農業改良場作物環境課,小米；採收機；番荔枝；撒布機；環境感測；灌溉,"農業機械,農藝,園藝"
102,2923188,臺東地區重要保健植物資源之蒐集及繁殖,行政院農業委員會台東區農業改良場作物改良課,蒐集；繁殖；金銀花,農藝
102,3084460,"原住民與社區保育區（Indigneous &amp; Community Conserved Area, ICCA）在台灣的發展及建構-ICCA 在台灣推展機制與社區發展實務之連結-以淺山農業生態系之野生動物保育為例(II)",國立屏東科技大學野生動物保育研究所,自動照相機；地景分析；鱗甲目；台東縣；族群擴散；族群群管理；野生動物急救傷,"自然生態保育,畜牧獸醫"
102,3087416,環境治理定向績效管理與制度量能提昇之永續驅動策略研究-地方環境治理利害關係人論述架構與政策審議機制建立－以台東美麗灣度假村BOT開發案為例(III),國立臺東大學公共與文化事務學系,環境治理；政策利害關係人；政策審議；社會認知；論述架構,"環境科學,自然生態保育"
102,3088799,台東舊香蘭遺址出土玻璃珠與金屬器的來源地研究,國立臺灣史前文化博物館研究典藏組,南島語族；舊香蘭遺址；石範；玻璃珠；金屬器,地球科學
102,3097123,臺東太麻里溪流域的地景變遷及社區災害調適之研究,國立臺灣師範大學地理學系(所),極端水文事件；崩塌區域；地景變遷；公眾參與地理資訊系統；永續發展,"地理學,防災工程"
102,3099885,臺灣東部海域海洋深層水之開發與應用：臺東知本附近海域環境調查與分析及取水管問題之探討,國立中山大學海下科技暨應用海洋物理研究所,深層海水；臺灣東部海域；臺東知本附近海域；環境調查與分析；取水管,土木水利工程
102,3112092,境界的秩序：臺東神明傳說信仰調查研究,國立臺東大學華語文學系,,"語文,宗教"
102,3171460,臺東地區青少年高血壓盛行率及與高瘦素血症和瘦素抗性相關性研究,行政院衛生署台東醫院,高血壓盛行率；高瘦素血症；瘦素抗性,公共衛生學
102,2853807,探討台東地區深層海水對功能性真菌之發酵生產與預防肝硬化保健功效提升之影響,國立臺東大學生命科學系,,"食品科技(農),生物技術(農)"
103,8109113,探討台東地區深層海水對功能性真菌之發酵生產與預防肝硬化保健功效提升之影響,國立臺東大學生命科學系,,"食品科技(農),生物技術(農)"
103,8204604,103年度強化食品藥物化粧品安全實驗室網絡專案計畫-台東縣衛生局 ,台東縣政府{台東縣衛生局},食品衛生；檢驗,食品科技(工)
103,8473160,衛生福利部103年度委託縣市政府衛生局合作辦理遠距健康照護服務計畫(台東縣),台東縣政府{台東縣衛生局},遠距健康照護,公共衛生學
103,8244821,臺東地區青年農民教育訓練成效評估之研究,農委會台東區農業改良場農業推廣課,青年農民；成效評估；教育訓練,農業推廣
103,8244874,農產品安全先期評估技術於臺東地區蔬菜類重金屬含量管理之應用,行政院農業委員會台東區農業改良場作物環境課,硝酸鹽；土壤及植體採樣技術；臺東地區,"農業化學,園藝,食品科技(農)"
103,8244489,臺東地區穀物加工技術改進及產品開發,行政院農業委員會台東區農業改良場作物改良課,擠壓技術；小米膨發休閒食品；單軸擠壓機,食品科技(農)
103,8244920,推動臺東地區小型農場運用社群網絡行銷整合服務之研究,行政院農業委員會台東區農業改良場農業推廣課,行動軟體應用程式；社群網絡行銷；E化行銷,農產運銷
103,8244772,臺東地區重要作物溶磷菌之開發研究,農委會台東區農業改良場作物環境課,篩選；臺東地區；溶磷菌,"生物技術(農),農業化學"
103,8247653,臺東地區特色果樹育種及栽培技術改進之研究,農委會台東區農業改良場斑鳩分場,儲藏；果實品質；臍橙；釋迦；花粉；鳳梨釋迦；育種,園藝
103,8246759,臺東鳳梨釋迦產業外銷與農業組織活化之研究,行政院農業委員會台東區農業改良場農業推廣課,外銷；適口性；鳳梨釋迦,"農產運銷,農業推廣"
103,8252388,臺東地區有機產業與休閒（樂活）廊道之建構,行政院農業委員會臺東區農業改良場作物環境課,樹豆；鳳梨釋迦；洛神葵；南瓜；推動策略；水稻；樂活；落葵；休閒農業；土壤改良資材；臍橙；果實品質；小米；臺灣藜；原住民蔬菜,農業推廣
103,8252585,臺東特色作物小米及臺灣藜品種選育,行政院農業委員會臺東區農業改良場作物改良課,小米；選育；臺灣藜,農藝
103,8252446,臺東地區具潛力保健植物資源之蒐集及繁殖試作,行政院農業委員會台東區農業改良場作物改良課,金銀花；繁殖；蒐集,農藝
103,8252224,臺東地區番荔枝及水稻育苗健康管理模式之研究,行政院農業委員會臺東區農業改良場作物環境課,番荔枝；健康管理；水稻育苗；鳳梨釋迦,園藝
103,8251804,良質米研究團隊---臺東地區優質與低白堊質水稻育種,行政院農業委員會台東區農業改良場作物改良課,白堊質；分子標誌輔助選拔；水稻；稻熱病；育種,"農藝,生物技術(農)"
103,8252108,臺東地區原住民重要糧食作物耐旱種原篩選及栽培利用,行政院農業委員會台東區農業改良場作物改良課,臺灣藜；小米；樹豆；陸稻,農藝
103,8315934,身心與境域的療癒：臺東民間信仰敘說之調查研究,國立臺東大學華語文學系,,"語文,宗教"
103,8322387,臺東太麻里溪流域的地景變遷及社區災害調適之研究( II ),國立臺灣師範大學地理學系(所),極端水文事件；崩塌區域；地景變遷；公眾參與地理資訊系統；永續發展,"地理學,防災工程"
103,8343907,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-原住民觀光意象的形塑與反思─普悠瑪地區外部與內部觀點的角力與協商(I),國立臺東大學華語文學系,普悠瑪；原住民；觀光,語文
103,8354239,台東阿美族複音歌唱類型與族群遷徙之關係探討 (I),東吳大學音樂學系(所),,藝術
103,8352715,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究(I),國立臺東大學生命科學系,,環境科學
103,8352849,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-部落永續觀光發展運作機制與模式建立--以普悠瑪鄰近部落個案為例(I),國立臺東大學文化資源與休閒產業學系,社區觀光；觀光發展；永續觀光發展；普悠瑪,環境科學
103,8359563,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-原住民樂舞文化資產之調查與保存(I),國立臺東大學音樂學系,,"藝術,科學教育"
103,8363818,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-從巴拉冠、資源教室到部落學校之原住民教育研究(I),國立臺東大學華語文學系,卑南族；巴拉冠；資源教室；部落學校,科學教育
103,8363347,"原住民與社區保育區（Indigneous &amp;amp; Community Conserved Area, ICCA）在台灣的發展及建構-ICCA 在台灣推展機制與社區發展實務之連結-以淺山農業生態系之野生動物保育為例(III)",國立屏東科技大學野生動物保育研究所,自動照相機；親屬關係；地景分析；族群群管理；鱗甲目；親緣關係；族群擴散；無線電追蹤；台東縣；野生動物急救傷。,"畜牧獸醫,自然生態保育"
103,11299107,臺東縣103年度偏鄉網路頻寬升速規畫與建置,台東縣政府{台東縣衛生局},網路頻寬升速,電信工程
103,11297702,臺東縣103年度偏鄉原住民族地區共用醫療資訊系統（HIS）建置計畫,衛生福利部,,資訊科學--軟體
103,11385337,臺東地區作物施肥技術應用研究,行政院農業委員會台東區農業改良場作物環境課,土壤；氮肥；施肥；肥培管理；番荔枝；水稻；氮肥；番荔枝；肥培管理；番荔枝；氮肥；土壤；施肥；水稻；肥培管理；土壤；番荔枝；肥培管理；氮肥；水稻；施肥；番荔枝；肥培管理；水稻；土壤；氮肥；施肥；水稻；土壤；肥培管理；番荔枝；施肥；氮肥；土壤；番荔枝；水稻；肥培管理；施肥；氮肥；施肥；土壤；番荔枝；氮肥；水稻；肥培管理；肥培管理；水稻；氮肥；番荔枝；土壤；施肥；番荔枝；施肥；氮肥；土壤；肥培管理；水稻；氮肥；土壤；肥培管理；水稻；番荔枝；施肥；水稻；土壤；肥培管理；氮肥；番荔枝；施肥；水稻；土壤；氮肥；番荔枝,農業化學
103,11383312,臺東地區重要作物有害生物防治技術之開發與改進,行政院農業委員會臺東區農業改良場作物環境課,有機栽培；花姬捲葉蛾；採後處理；粉介殼蟲；番荔枝；葉蟎；鳳梨釋迦；蟲害管理；疫病蟲害管理；東方果實蠅；區域防治；有機栽培；區域防治；葉蟎；小米；病蟲害防治；番荔枝；酪梨；蟲害管理；東方果實蠅；花姬捲葉蛾；有機栽培；區域防治；酪梨；病蟲害防治；小米；葉蟎；東方果實蠅；蟲害管理；番荔枝；花姬捲葉蛾；有機栽培；番荔枝；酪梨；病蟲害防治；花姬捲葉蛾；葉蟎；小米；區域防治；東方果實蠅；蟲害管理；番荔枝；蟲害管理；小米；東方果實蠅；葉蟎；酪梨；花姬捲葉蛾；有機栽培；病蟲害防治；區域防治；小米；病蟲害防治；花姬捲葉蛾；,植物保護
103,12561831,國立台東大學自有貴重儀器共同使用服務計畫,國立臺東大學應用科學系,,其他（工）
104,11356159,104年度強化食品藥物化粧品安全實驗室網絡專案計畫-臺東縣衛生局 ,台東縣政府{台東縣衛生局},食品衛生；檢驗,食品科技(工)
104,11262199,身心與境域的療癒：臺東民間信仰敘說之調查研究,國立臺東大學華語文學系,,"語文,宗教"
104,11485631,科普活動：104年台東縣物理與化學演示實驗服務社會大眾計畫,國立臺東大學應用科學系,物理與化學演示實驗；台東縣；台東市民,科學教育
104,11486478,科普活動：全球熱起來—結合臺東縣熱氣球活動科普推廣計畫,國立臺東大學應用科學系,熱氣球；大眾科普推廣；科學動手做,科學教育
104,11484253,科普活動：全民科學週－臺東縣臺東區,國立臺東大學應用科學系,動手玩科學；科學實驗；探索式學習,科學教育
104,11571494,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究(II),國立臺東大學生命科學系,,環境科學
104,11572337,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-部落永續觀光發展運作機制與模式建立--以普悠瑪鄰近部落個案為例(II),國立臺東大學文化資源與休閒產業學系,社區觀光；觀光發展；永續觀光發展；普悠瑪,"環境科學,其他（人文）,經濟學"
104,11568092,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-從巴拉冠、資源教室到部落學校之原住民教育研究 －以普悠瑪、賓朗部落為例(II),國立臺東大學華語文學系,卑南族；巴拉冠；資源教室；部落學校,"環境科學,科學教育"
104,11571839,普悠瑪號火車對台東原住民部落永續發展影響之整合型行動研究-台東原住民樂舞文化資產之調查與保存(II),國立臺東大學音樂學系,,"環境科學,其他（社會）"
104,11606375,中央與地方防救災情資整合研究先期計畫-中央與地方防救災情資整合研究先期計畫-台東縣,國立臺東大學資訊管理學系,災害情資；資訊同步；決策支援；中介平台,防災工程
104,11609987,自來水供水系統災害承受危機管理策略之研究-以台東自來水公司為例,台灣自來水公司{第十區管理處},自來水公司；風險地圖；風險評估；災害防救機制,"管理科學,防災工程"
104,11651030,臺東縣104年度偏鄉原住民族地區共用醫療資訊系統(HIS)建置計畫,台東縣政府{台東縣衛生局},醫療資訊系統,"公共衛生學,資訊工程--硬體工程,資訊科學--軟體"
104,11741593,台東客語及相關方言分布,國立東華大學臺灣文化學系,客語；台東,語文
106,12084482,中央與地方防救災情資整合管理研究試辦計畫-中央與地方防救災情資整合管理研究試辦計畫-臺東縣,國立臺東大學資訊管理學系,先行關鍵資料；災害情資；空間資訊；災害管理,防災工程
106,12028954,以臺東深層海水發酵之真菌開發預防失智症之保健食品,國立臺東大學生命科學系,深層海水；有機礦物質；真菌；失智症,食品科技(農)
106,12113586,東海岸客家平埔文化互動的新媒體策展 以城山社區寧城宮為例,醒吾學校財團法人醒吾科技大學,台東；城山社區；三山國王信仰,"其他（人文）,其他（社會）"
106,12285430,透過ZMET探究在居民觀點下的社區觀光發展願景—以台東永安社區為例,國立臺東大學文化資源與休閒產業學系,社區觀光；觀光衝擊；觀光願景；隱喻抽取技術；ZMET,管理科學
106,12236851,地方知識的脆弱與頑抗：污名化政策與氣候變遷下的台東荖葉發展,國立臺東大學公共與文化事務學系,污名化；去污名化；地方知識；台東荖葉,人類學
106,12236986,臺東鹿野溪巨視折彎背斜之構造分析與機制探討,國立臺灣師範大學地球科學系(所),地質調查；折彎褶皺；構造分析；剝蝕；斷層擦痕分析,地球科學
106,12239414,科普活動：好山好水學科學—臺東縣全民科學週暨偏鄉離島科普推廣,國立臺東大學應用科學系,,科學教育
107,12435555,臺東海岸公路溢淹及沿岸地形變遷特性研究,財團法人成大研究發展基金會,漂沙；公路溢淹；海岸地形變遷,"土木水利工程,交通運輸,數學,物理,海洋科學,防災工程"
107,12424294,食安醫藥與農業生技之細胞與動物實驗平台服務聯盟( I ),國立臺東大學綠色與資訊科技學士學位學程,細胞與動物實驗；體內；體外；台東,食品科技(工)
107,12373378,地方知識的脆弱與頑抗：污名化政策與氣候變遷下的台東荖葉發展,國立臺東大學公共與文化事務學系,污名化；去污名化；地方知識；台東荖葉,人類學
107,12428088,臺東縣災害資料儲存使用及經驗傳承之研究,國立臺東大學資訊管理學系,歷史災害；災害情境；災害整合系統；科學決策,防災工程
107,12375646,以臺東深層海水發酵之真菌開發預防失智症之保健食品,國立臺東大學生命科學系,深層海水；有機礦物質；真菌；失智症,食品科技(農)
107,12467196,中央與地方防救災情資整合管理研究計畫-臺東縣( I ),國立臺東大學資訊管理學系,歷史災害；災害情境；災害整合系統；科學決策；災情傳遞；,防災工程
107,12659597,科普活動：臺東縣全民科學週暨離島科普推廣計畫（主題三）,國立臺東大學應用科學系,全民科學週；偏鄉離島科普推廣；科學動手做；科普環島列車,科學教育
107,12668467,地方文化內容開源化之研究與應用,國立臺東大學數位媒體與文教產業學系,地方文化；開源共享；3D列印資料庫；數位典藏；台東,工業工程
107,12669565,台灣高等教育對東協國家的拉力與推力-在台東南亞學生的聲音,銘傳大學國際學院,新南向政策；高等教育國際化；推力與拉力；東南亞；文化適應；留學生；焦點團體；深度訪談,教育學
108,13010128,科普活動：108年臺東縣全民科學週暨離島科普推廣計畫（主題三）,國立臺東大學應用科學系,全民科學週；偏鄉離島科普推廣；科學動手做；科普環島列車,科學教育
108,12818688,地方知識的脆弱與頑抗：污名化政策與氣候變遷下的台東荖葉發展,國立臺東大學公共與文化事務學系,,人類學
108,12869997,中央與地方防救災情資整合管理研究計畫-臺東縣-中央與地方防救災情資整合管理研究計畫-臺東縣( II ),國立臺東大學資訊管理學系,,防災工程
108,12823942,地方文化內容開源化之研究與應用,國立臺東大學數位媒體與文教產業學系,地方文化；開源共享；3D列印資料庫；數位典藏；台東,工業工程
108,12976566,臺東海岸公路沿岸地形變遷因應對策研究,國立成功大學水利及海洋工程學系,漂砂；公路溢淹；海岸地形變遷,"土木水利工程,交通運輸,數學,物理,海洋科學,防災工程"
108,13129966,台灣永續都市型態模式語言之識別與建構─以花東縱谷地區為例,國立成功大學都巿計劃學系(所),都市形態學；模式語言；永續都市型態；花東縱谷；人類群居學；空間矩陣表；空間型構法則；形態類型學；建築類型學；類型程序；形態區域；永續發展；花東地區；國土計畫法；花東地區發展條例；國土計畫；花東地區永續發展基金；國家發展委員會；花蓮縣政府；臺東縣政府,土木水利工程
108,13131503,花東現代劇場的研究與實踐：社群、公共空間與旅行,國立成功大學中國文學系(所),參與式劇場；公共空間表演；文化觀光；花蓮；台東；現代劇場史,藝術
108,13138319,東部海岸山脈變形前緣的監測- 池上斷層於台東大坡地區的近地表變形(一),國立中央大學應用地質研究所,池上斷層；活動斷層；活動構造；大坡國小；定置式測傾儀,地球科學
108,13148118,健康福祉科技整合照護示範場域推動計畫-以花蓮縣吉安鄉及台東縣海端鄉為示範場域,財團法人佛教慈濟綜合醫院{(佛教慈濟醫療財團法人花蓮慈濟醫院)},健康福祉；整合照護；智慧醫療；精準健康管理；遠距醫療；包裹式給付；論人計酬,"公共衛生學,資訊科學--軟體,資訊工程--硬體工程,醫學技術,基礎醫學,公共行政"
108,13230861,生物性肥料肥(功)效評估及驗證,行政院農業委員會農業試驗所農業化學組,生物性肥料；整合性施肥方法；叢枝菌根菌；肥效；溶鉀菌肥料；驗證；溶磷菌肥料；植物有效性；溶鉀菌；土壤；植物營養；評估；重金屬；施肥方法；臺東地區；微生物,生物技術(農)
108,13148122,健康福祉科技整合照護示範場域推動計畫-以台東縣大武鄉為示範場域,高雄醫學院附設醫院,健康福祉；整合照護；科技網路；智慧照護服務,"基礎醫學,臨床醫學"
109,13375322,食安醫藥與農業生技之細胞與動物實驗平台服務聯盟( III ),國立臺東大學綠色與資訊科技學士學位學程,細胞與動物實驗；體內；體外；台東,其他（工）
109,13319751,花東現代劇場的研究與實踐：社群、公共空間與旅行,國立成功大學中國文學系(所),參與式劇場；公共空間表演；文化觀光；花蓮；台東；現代劇場史,藝術
